observer,scene,condition_1,condition_2,selection
observer4,SmithHammering,H_1280x720_bright_near,H_1920x1080_bright_far,0
observer4,Bonfire,L_3840x2160_bright_near,L_3840x2160_bright_far,1
observer4,GearsOfWar4,M_1920x1080_bright_near,M_3840x2160_bright_far,0
observer4,Bonfire,M_1920x1080_bright_near,L_3840x2160_bright_far,0
observer4,SolLevante_p2,L_3840x2160_bright_near,L_1920x1080_bright_far,1
observer4,SolLevante_p2,L_1280x720_bright_near,M_1280x720_bright_far,0
observer4,SmithHammering,H_1920x1080_bright_near,H_1280x720_bright_far,0
observer4,NightStreet,M_1920x1080_bright_near,L_1920x1080_bright_far,0
observer4,Bonfire,M_3840x2160_bright_near,H_3840x2160_bright_far,1
observer4,GearsOfWar4,M_3840x2160_bright_near,M_1920x1080_bright_far,1
observer4,TrafficLight,L_1280x720_bright_near,L_1280x720_bright_far,0
observer4,Bonfire,H_1280x720_bright_near,M_1280x720_bright_far,1
observer4,PorscheCloseUp,L_3840x2160_bright_near,M_3840x2160_bright_far,0
observer4,PorscheCloseUp,H_3840x2160_bright_near,M_1920x1080_bright_far,0
observer4,PUBG_p2,H_1280x720_bright_near,H_3840x2160_bright_far,0
observer4,FishingCloseshot,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer4,ShadowOfTheTombRaider,L_3840x2160_bright_near,L_1920x1080_bright_far,1
observer4,SmithHammering,H_1920x1080_bright_near,M_1920x1080_bright_far,0
observer4,TrafficLight,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer4,CourtYard,L_1920x1080_bright_near,L_1920x1080_bright_far,0
observer4,RocketLeague,L_1920x1080_bright_near,M_1280x720_bright_far,0
observer4,GearsOfWar4,H_3840x2160_bright_near,M_3840x2160_bright_far,0
observer4,Bistro,M_1280x720_bright_near,L_1280x720_bright_far,1
observer4,RushPixar,M_1280x720_bright_near,L_1920x1080_bright_far,1
observer4,RocketLeague,M_3840x2160_bright_near,H_3840x2160_bright_far,0
observer4,RushPixar,M_3840x2160_bright_near,L_3840x2160_bright_far,1
observer4,Showgirl01,H_1280x720_bright_near,L_1920x1080_bright_far,1
observer4,Bonfire,H_3840x2160_bright_near,M_1920x1080_bright_far,1
observer4,PorscheCloseUp,H_1920x1080_bright_near,L_1920x1080_bright_far,1
observer4,CourtYard,H_3840x2160_bright_near,H_3840x2160_bright_far,0
observer4,PUBG_p2,L_3840x2160_bright_near,M_1280x720_bright_far,0
observer4,RushPixar,M_1920x1080_bright_near,L_1280x720_bright_far,1
observer4,PUBG_p2,H_1280x720_bright_near,M_3840x2160_bright_far,0
observer4,NightStreet,M_1280x720_bright_near,M_1280x720_bright_far,0
observer15,RushPixar,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer15,Showgirl01,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer15,NightStreet,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer15,CourtYard,M_3840x2160_bright_near,H_1920x1080_bright_near,1
observer15,NightStreet,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer15,RocketLeague,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer15,RocketLeague,M_3840x2160_bright_near,M_1920x1080_bright_near,0
observer15,PUBG_p2,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer15,PorscheCloseUp,H_1280x720_bright_near,M_1280x720_bright_near,1
observer15,PUBG_p2,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer15,TrafficLight,L_3840x2160_bright_near,H_1280x720_bright_near,1
observer15,GearsOfWar4,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer15,SolLevante_p1,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer15,Showgirl01,H_1280x720_bright_near,M_1280x720_bright_near,1
observer15,SolLevante_p1,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer15,RushPixar,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer15,PUBG_p2,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer15,NightStreet,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer15,SmithHammering,M_1920x1080_bright_near,M_1280x720_bright_near,0
observer15,RocketLeague,L_3840x2160_bright_near,H_1280x720_bright_near,0
observer15,SolLevante_p1,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer15,ShadowOfTheTombRaider,H_1280x720_bright_near,M_1280x720_bright_near,1
observer15,SolLevante_p2,M_3840x2160_bright_near,H_1920x1080_bright_near,1
observer15,Bistro,H_1280x720_bright_near,M_1280x720_bright_near,1
observer15,ShadowOfTheTombRaider,M_3840x2160_bright_near,L_3840x2160_bright_near,1
observer15,GearsOfWar4,H_1920x1080_bright_near,M_1920x1080_bright_near,0
observer15,Bonfire,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer15,TrafficLight,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer15,ShadowOfTheTombRaider,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer15,ShadowOfTheTombRaider,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer15,NightStreet,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer15,TrafficLight,H_3840x2160_bright_near,M_1920x1080_bright_near,1
observer15,Bonfire,H_3840x2160_bright_near,M_1920x1080_bright_near,1
observer15,PUBG_p2,H_3840x2160_bright_near,M_1280x720_bright_near,1
observer15,FishingCloseshot,M_1280x720_bright_near,L_1280x720_bright_near,1
observer15,PUBG_p2,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer15,SolLevante_p2,M_1280x720_bright_near,L_1280x720_bright_near,1
observer15,GearsOfWar4,H_3840x2160_bright_near,M_1920x1080_bright_near,0
observer15,FishingCloseshot,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer15,FishingCloseshot,L_1920x1080_bright_near,L_1280x720_bright_near,0
observer15,RushPixar,M_3840x2160_bright_near,L_1920x1080_bright_near,1
observer15,ShadowOfTheTombRaider,M_1920x1080_bright_near,M_1280x720_bright_near,0
observer15,ShadowOfTheTombRaider,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer15,PorscheCloseUp,M_3840x2160_bright_near,L_3840x2160_bright_near,1
observer15,SmithHammering,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer15,PorscheCloseUp,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer15,CourtYard,H_3840x2160_bright_near,M_3840x2160_bright_near,0
observer15,Showgirl01,M_1280x720_bright_near,L_1280x720_bright_near,1
observer15,Bonfire,L_3840x2160_bright_near,M_1280x720_bright_near,0
observer15,RocketLeague,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer15,RocketLeague,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer15,RocketLeague,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer15,PUBG_p2,H_1920x1080_bright_near,M_1280x720_bright_near,1
observer15,GearsOfWar4,M_3840x2160_bright_near,M_1280x720_bright_near,0
observer15,ShadowOfTheTombRaider,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer15,NightStreet,H_1280x720_bright_near,L_1280x720_bright_near,1
observer15,CourtYard,M_3840x2160_bright_near,M_1920x1080_bright_near,0
observer15,SolLevante_p2,M_3840x2160_bright_near,H_1280x720_bright_near,1
observer15,SolLevante_p1,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer15,RocketLeague,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer15,Bonfire,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer15,CourtYard,H_1280x720_bright_near,L_1280x720_bright_near,1
observer15,RocketLeague,M_3840x2160_bright_near,H_1920x1080_bright_near,1
observer15,NightStreet,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer15,PorscheCloseUp,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer15,SolLevante_p1,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer15,Bonfire,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer15,PorscheCloseUp,H_3840x2160_bright_near,L_1920x1080_bright_near,1
observer15,SolLevante_p2,M_1920x1080_bright_near,M_1280x720_bright_near,1
observer15,SolLevante_p1,L_3840x2160_bright_near,H_1280x720_bright_near,0
observer15,FishingCloseshot,H_1280x720_bright_near,M_1280x720_bright_near,1
observer15,NightStreet,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer15,CourtYard,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer15,SolLevante_p1,H_3840x2160_bright_near,H_1920x1080_bright_near,1
observer15,GearsOfWar4,M_3840x2160_bright_near,H_1280x720_bright_near,0
observer15,Bistro,M_1280x720_bright_near,L_1280x720_bright_near,1
observer15,GearsOfWar4,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer15,SolLevante_p2,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer15,SolLevante_p2,H_3840x2160_bright_near,M_3840x2160_bright_near,1
observer15,Bistro,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer15,TrafficLight,M_3840x2160_bright_near,M_1920x1080_bright_near,1
observer15,GearsOfWar4,L_3840x2160_bright_near,H_1920x1080_bright_near,0
observer15,CourtYard,L_1920x1080_bright_near,H_1280x720_bright_near,1
observer15,Bistro,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer15,PorscheCloseUp,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer15,PUBG_p2,L_3840x2160_bright_near,L_1920x1080_bright_near,1
observer15,TrafficLight,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer15,ShadowOfTheTombRaider,M_3840x2160_bright_near,M_1280x720_bright_near,1
observer15,SolLevante_p1,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer15,FishingCloseshot,H_1920x1080_bright_near,M_1920x1080_bright_near,1
observer15,NightStreet,M_1920x1080_bright_near,H_1280x720_bright_near,0
observer15,Bonfire,M_3840x2160_bright_near,L_3840x2160_bright_near,1
observer15,PorscheCloseUp,H_3840x2160_bright_near,H_1920x1080_bright_near,1
observer15,SolLevante_p2,H_1280x720_bright_near,M_1280x720_bright_near,1
observer15,PorscheCloseUp,M_1280x720_bright_near,L_1280x720_bright_near,0
observer15,Showgirl01,L_1920x1080_bright_near,H_1280x720_bright_near,0
observer15,CourtYard,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer15,RushPixar,L_1920x1080_bright_near,M_1280x720_bright_near,1
observer15,RushPixar,L_1920x1080_bright_near,L_1280x720_bright_near,1
observer15,Bonfire,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer15,Showgirl01,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer15,Bonfire,L_3840x2160_bright_near,M_1920x1080_bright_near,0
observer15,PUBG_p2,H_3840x2160_bright_near,H_1280x720_bright_near,0
observer15,CourtYard,L_1920x1080_bright_near,M_1280x720_bright_near,1
observer15,TrafficLight,H_3840x2160_bright_near,L_3840x2160_bright_near,1
observer15,TrafficLight,M_1280x720_bright_near,L_1280x720_bright_near,1
observer15,SmithHammering,M_1280x720_bright_near,L_1280x720_bright_near,1
observer15,SolLevante_p2,L_3840x2160_bright_near,M_1280x720_bright_near,1
observer15,Bistro,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer15,RushPixar,L_3840x2160_bright_near,L_1280x720_bright_near,1
observer15,SmithHammering,H_1920x1080_bright_near,H_1280x720_bright_near,1
observer15,GearsOfWar4,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer15,RushPixar,M_3840x2160_bright_near,H_1920x1080_bright_near,1
observer15,SmithHammering,H_1280x720_bright_near,M_1280x720_bright_near,1
observer15,RushPixar,M_1920x1080_bright_near,L_1920x1080_bright_near,1
observer15,TrafficLight,L_1920x1080_bright_near,M_1280x720_bright_near,0
observer30,PUBG_p2,L_3840x2160_bright_near,L_3840x2160_bright_far,1
observer30,NightStreet,H_1920x1080_bright_near,H_1280x720_bright_far,1
observer30,FishingCloseshot,M_1920x1080_bright_near,H_1280x720_bright_far,0
observer30,PorscheCloseUp,H_3840x2160_bright_near,H_1920x1080_bright_far,0
observer30,TrafficLight,H_3840x2160_bright_near,H_3840x2160_bright_far,0
observer30,SolLevante_p2,H_1920x1080_bright_near,H_3840x2160_bright_far,0
observer30,RocketLeague,M_1920x1080_bright_near,H_1920x1080_bright_far,0
observer30,Showgirl01,M_1280x720_bright_near,L_1920x1080_bright_far,0
observer30,GearsOfWar4,H_3840x2160_bright_near,H_3840x2160_bright_far,0
observer30,RocketLeague,L_3840x2160_bright_near,L_1280x720_bright_far,1
observer30,SolLevante_p2,M_1280x720_bright_near,L_3840x2160_bright_far,0
observer30,SmithHammering,H_1920x1080_bright_near,M_1280x720_bright_far,1
observer30,TrafficLight,H_1920x1080_bright_near,M_1920x1080_bright_far,0
observer30,RushPixar,H_1280x720_bright_near,L_3840x2160_bright_far,1
observer30,Showgirl01,H_1280x720_bright_near,M_1920x1080_bright_far,0
observer30,ShadowOfTheTombRaider,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer30,GearsOfWar4,H_1280x720_bright_near,M_3840x2160_bright_far,0
observer30,ShadowOfTheTombRaider,H_1920x1080_bright_near,H_1280x720_bright_far,0
observer30,GearsOfWar4,L_3840x2160_bright_near,M_3840x2160_bright_far,0
observer30,FishingCloseshot,H_1280x720_bright_near,M_1920x1080_bright_far,0
observer30,RushPixar,M_1280x720_bright_near,M_1280x720_bright_far,0
observer30,CourtYard,H_1920x1080_bright_near,H_1280x720_bright_far,1
observer30,SolLevante_p2,M_1920x1080_bright_near,L_3840x2160_bright_far,0
observer30,SolLevante_p1,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer30,NightStreet,H_1920x1080_bright_near,H_1920x1080_bright_far,0
observer30,PorscheCloseUp,H_1920x1080_bright_near,L_3840x2160_bright_far,0
observer30,NightStreet,L_3840x2160_bright_near,L_1920x1080_bright_far,1
observer30,SmithHammering,M_1920x1080_bright_near,M_1920x1080_bright_far,0
observer30,SolLevante_p2,M_1920x1080_bright_near,L_1280x720_bright_far,1
observer30,ShadowOfTheTombRaider,L_1920x1080_bright_near,M_1280x720_bright_far,0
observer30,Bonfire,L_3840x2160_bright_near,M_1280x720_bright_far,0
observer30,SmithHammering,M_1280x720_bright_near,M_1280x720_bright_far,0
observer30,Bonfire,H_1920x1080_bright_near,M_1280x720_bright_far,1
observer30,Bonfire,M_1280x720_bright_near,L_3840x2160_bright_far,0
observer30,RocketLeague,M_1920x1080_bright_near,L_3840x2160_bright_far,0
observer30,Bonfire,H_3840x2160_bright_near,M_1280x720_bright_far,1
observer30,TrafficLight,H_1280x720_bright_near,M_1280x720_bright_far,0
observer30,CourtYard,H_1920x1080_bright_near,L_3840x2160_bright_far,1
observer30,RushPixar,H_1280x720_bright_near,M_3840x2160_bright_far,0
observer30,PUBG_p2,H_1920x1080_bright_near,H_3840x2160_bright_far,0
observer30,PorscheCloseUp,M_3840x2160_bright_near,M_3840x2160_bright_far,0
observer30,Showgirl01,M_1920x1080_bright_near,M_1920x1080_bright_far,0
observer30,SolLevante_p1,L_1280x720_bright_near,L_1920x1080_bright_far,0
observer30,FishingCloseshot,H_1920x1080_bright_near,M_1920x1080_bright_far,1
observer30,Bonfire,M_1920x1080_bright_near,L_1280x720_bright_far,1
observer30,SolLevante_p1,M_1280x720_bright_near,L_1920x1080_bright_far,1
observer30,SmithHammering,L_1920x1080_bright_near,L_1920x1080_bright_far,0
observer30,FishingCloseshot,M_1280x720_bright_near,L_1920x1080_bright_far,1
observer30,TrafficLight,M_3840x2160_bright_near,H_1280x720_bright_far,0
observer30,ShadowOfTheTombRaider,H_1280x720_bright_near,M_1920x1080_bright_far,0
observer30,Bistro,M_1920x1080_bright_near,L_1920x1080_bright_far,0
observer30,PUBG_p2,M_1280x720_bright_near,L_1920x1080_bright_far,1
observer30,RocketLeague,M_1920x1080_bright_near,H_3840x2160_bright_far,0
observer30,SolLevante_p1,M_3840x2160_bright_near,M_1280x720_bright_far,0
observer30,RocketLeague,M_1920x1080_bright_near,M_3840x2160_bright_far,0
observer30,Bonfire,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer30,NightStreet,H_3840x2160_bright_near,M_1920x1080_bright_far,1
observer30,Showgirl01,M_1280x720_bright_near,M_1920x1080_bright_far,0
observer30,NightStreet,L_1920x1080_bright_near,L_1280x720_bright_far,1
observer30,NightStreet,M_1920x1080_bright_near,L_3840x2160_bright_far,0
observer30,TrafficLight,L_3840x2160_bright_near,M_1920x1080_bright_far,0
observer30,ShadowOfTheTombRaider,M_1280x720_bright_near,M_1280x720_bright_far,0
observer30,RocketLeague,M_3840x2160_bright_near,M_1920x1080_bright_far,0
observer30,CourtYard,H_1920x1080_bright_near,H_3840x2160_bright_far,0
observer30,TrafficLight,M_1280x720_bright_near,L_1280x720_bright_far,0
observer30,RocketLeague,M_1280x720_bright_near,M_1280x720_bright_far,0
observer30,NightStreet,M_1280x720_bright_near,M_1280x720_bright_far,0
observer30,RushPixar,H_3840x2160_bright_near,M_1920x1080_bright_far,1
observer30,RushPixar,M_3840x2160_bright_near,M_1920x1080_bright_far,0
observer30,GearsOfWar4,L_3840x2160_bright_near,H_1280x720_bright_far,0
observer30,RushPixar,H_1280x720_bright_near,H_1920x1080_bright_far,0
observer30,CourtYard,L_3840x2160_bright_near,M_1280x720_bright_far,0
observer30,SolLevante_p1,M_3840x2160_bright_near,L_3840x2160_bright_far,0
observer30,RocketLeague,L_3840x2160_bright_near,M_1280x720_bright_far,1
observer30,FishingCloseshot,L_1280x720_bright_near,H_1920x1080_bright_far,0
observer30,CourtYard,H_1280x720_bright_near,M_1280x720_bright_far,0
observer30,SmithHammering,H_1920x1080_bright_near,H_1920x1080_bright_far,0
observer30,GearsOfWar4,H_3840x2160_bright_near,L_3840x2160_bright_far,0
observer30,ShadowOfTheTombRaider,M_3840x2160_bright_near,M_1280x720_bright_far,0
observer30,PUBG_p2,M_3840x2160_bright_near,M_1920x1080_bright_far,0
observer30,RocketLeague,H_1280x720_bright_near,M_1280x720_bright_far,0
observer30,RushPixar,H_3840x2160_bright_near,M_3840x2160_bright_far,1
observer30,CourtYard,H_3840x2160_bright_near,L_3840x2160_bright_far,0
observer30,SolLevante_p2,M_3840x2160_bright_near,L_3840x2160_bright_far,1
observer30,RushPixar,M_1920x1080_bright_near,M_1280x720_bright_far,1
observer30,Showgirl01,L_1920x1080_bright_near,L_1920x1080_bright_far,0
observer30,GearsOfWar4,L_1920x1080_bright_near,L_1280x720_bright_far,0
observer30,Showgirl01,H_1920x1080_bright_near,H_1280x720_bright_far,0
observer30,Bonfire,H_1280x720_bright_near,M_1280x720_bright_far,0
observer30,RocketLeague,L_1280x720_bright_near,L_1920x1080_bright_far,0
observer30,FishingCloseshot,M_1920x1080_bright_near,M_1920x1080_bright_far,0
observer30,RocketLeague,L_3840x2160_bright_near,L_1920x1080_bright_far,0
observer30,FishingCloseshot,M_1280x720_bright_near,L_1280x720_bright_far,1
observer30,GearsOfWar4,L_1280x720_bright_near,L_1280x720_bright_far,0
observer30,NightStreet,H_1920x1080_bright_near,M_3840x2160_bright_far,0
observer30,PUBG_p2,M_1920x1080_bright_near,M_1920x1080_bright_far,0
observer30,PorscheCloseUp,H_1280x720_bright_near,M_1280x720_bright_far,0
observer30,NightStreet,H_1920x1080_bright_near,M_1920x1080_bright_far,1
observer30,PUBG_p2,M_1280x720_bright_near,L_3840x2160_bright_far,1
observer30,SmithHammering,M_1280x720_bright_near,L_1280x720_bright_far,1
observer30,Bistro,M_1280x720_bright_near,L_1280x720_bright_far,1
observer30,PorscheCloseUp,M_1920x1080_bright_near,H_1280x720_bright_far,0
observer30,Bonfire,M_1280x720_bright_near,L_1920x1080_bright_far,0
observer30,RocketLeague,H_3840x2160_bright_near,H_1920x1080_bright_far,0
observer30,Bistro,H_1920x1080_bright_near,H_1280x720_bright_far,1
observer30,GearsOfWar4,M_1920x1080_bright_near,H_1920x1080_bright_far,0
observer30,SolLevante_p1,H_3840x2160_bright_near,H_1280x720_bright_far,0
observer30,ShadowOfTheTombRaider,M_3840x2160_bright_near,M_3840x2160_bright_far,0
observer30,TrafficLight,H_3840x2160_bright_near,H_1920x1080_bright_far,0
observer30,Bistro,M_1920x1080_bright_near,M_1280x720_bright_far,0
observer30,PorscheCloseUp,L_1280x720_bright_near,L_1280x720_bright_far,0
observer30,SolLevante_p2,H_1280x720_bright_near,L_3840x2160_bright_far,0
observer30,Bonfire,L_1920x1080_bright_near,H_3840x2160_bright_far,0
observer30,PUBG_p2,M_1920x1080_bright_near,L_3840x2160_bright_far,1
observer30,PorscheCloseUp,M_1280x720_bright_near,M_1280x720_bright_far,0
observer30,NightStreet,M_3840x2160_bright_near,L_3840x2160_bright_far,0
observer30,PUBG_p2,M_1920x1080_bright_near,H_1280x720_bright_far,0
observer30,Bistro,L_1920x1080_bright_near,L_1920x1080_bright_far,0
observer30,RocketLeague,L_1920x1080_bright_near,M_1280x720_bright_far,0
observer30,Bonfire,H_1920x1080_bright_near,M_1920x1080_bright_far,0
observer30,PUBG_p2,H_3840x2160_bright_near,M_1920x1080_bright_far,1
observer30,NightStreet,L_1280x720_bright_near,L_1280x720_bright_far,0
observer30,PUBG_p2,H_1280x720_bright_near,M_1280x720_bright_far,1
observer30,CourtYard,H_1920x1080_bright_near,L_1920x1080_bright_far,1
